,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
122775,122776,senior administrative analyst,94557.11,0,0,33938.92,94557.11,128496.03,2014,,San Francisco,FT,female
111732,111733,attorney (civil/criminal),178296.03,0,1250,52213.14,179546.03,231759.17,2014,,San Francisco,FT,female
119417,119418,pr administrative analyst,109421.09,0,0,37774.76,109421.09,147195.85,2014,,San Francisco,FT,
113186,113187,dep dir iii,146741.21,0,0,54543.06,146741.21,201284.27,2014,,San Francisco,FT,male
127247,127248,"counselor, log cabin ranch",62894.62,16473.85,2746.19,26828.1,82114.66,108942.76,2014,,San Francisco,FT,male
119776,119777,criminalist ii,106163.88,2268.05,118.63,36081.35,108550.56,144631.91,2014,,San Francisco,FT,male
127616,127617,library technical assistant 2,76411.03,0,624,30698.96,77035.03,107733.99,2014,,San Francisco,FT,female
119383,119384,criminalist ii,109960.09,0,0,37349.84,109960.09,147309.93,2014,,San Francisco,FT,female
127575,127576,hsa social worker,76520.08,0,621.79,30674.59,77141.87,107816.46,2014,,San Francisco,FT,
130276,130277,community police services aide,63113.67,0,6150.31,29086.18,69263.98,98350.16,2014,,San Francisco,FT,male
127905,127906,hospital eligiblity worker,74504.15,386.67,1502.51,30431.33,76393.33,106824.66,2014,,San Francisco,FT,female
130895,130896,transit operator,57891.45,3949.85,3075.43,30869.23,64916.73,95785.96,2014,,San Francisco,FT,female
128494,128495,therapy aide,74201.02,360.32,200,30079.63,74761.34,104840.97,2014,,San Francisco,FT,female
127439,127440,hospital eligiblity worker,74587.09,1618.53,1645,30496.63,77850.62,108347.25,2014,,San Francisco,FT,
124321,124322,planner 3-environmental review,87000.89,0,0,33755.92,87000.89,120756.81,2014,,San Francisco,FT,
128495,128496,licensed vocational nurse,73134.05,1609.52,250,29846.45,74993.57,104840.02,2014,,San Francisco,FT,
135754,135755,clerk,50657.47,0,603.68,26377.18,51261.15,77638.33,2014,,San Francisco,FT,
112376,112377,police officer 3,117652.01,39593.71,19865.43,38738.94,177111.15,215850.09,2014,,San Francisco,FT,
136402,136403,junior administrative analyst,47514.66,0,0,25848.45,47514.66,73363.11,2014,,San Francisco,FT,
119099,119100,assoc engineer,108958.71,0,1442.21,38823.22,110400.92,149224.14,2014,,San Francisco,FT,female
116985,116986,registered nurse,109373.9,602.25,11574.58,43208.93,121550.73,164759.66,2014,,San Francisco,FT,female
122242,122243,deputy sheriff,87854.95,7659.8,1534.57,33889,97049.32,130938.32,2014,,San Francisco,FT,male
136332,136333,clerk,47528,0,0,26368.28,47528,73896.28,2014,,San Francisco,FT,male
115881,115882,engineer,131071.05,0,0,41858.98,131071.05,172930.03,2014,,San Francisco,FT,male
110759,110760,dep dir iv,206878.3,0,0,67108.87,206878.3,273987.17,2014,,San Francisco,FT,male
121436,121437,pr administrative analyst,99153.03,0,0,35534.82,99153.03,134687.85,2014,,San Francisco,FT,male
129345,129346,painter,71292,0,1268,29419.33,72560,101979.33,2014,,San Francisco,FT,male
113109,113110,eng/arch/landscape arch sr,151730.05,0,3741.95,47074.68,155472,202546.68,2014,,San Francisco,FT,
117643,117644,is engineer-senior,119250.85,0,0,40534.96,119250.85,159785.81,2014,,San Francisco,FT,
114107,114108,police officer,112164.16,34986,4463.47,37963.88,151613.63,189577.51,2014,,San Francisco,FT,
127462,127463,customer service agent,71339,3488.04,3240.55,30175.49,78067.59,108243.08,2014,,San Francisco,FT,
113897,113898,eng/arch/landscape arch sr,141951.04,0,5085.69,45280.26,147036.73,192316.99,2014,,San Francisco,FT,
121966,121967,asst engr,97333.01,0,0,35134.88,97333.01,132467.89,2014,,San Francisco,FT,female
117930,117931,assoc engineer,113209.01,0,4748.63,39057.69,117957.64,157015.33,2014,,San Francisco,FT,
135236,135237,custodian,54703,0,0,25818.42,54703,80521.42,2014,,San Francisco,FT,
135574,135575,clerk,51385.7,0,612.35,26758.16,51998.05,78756.21,2014,,San Francisco,FT,
123625,123626,transit operator,65729.44,15665.67,6937.18,36042.74,88332.29,124375.03,2014,,San Francisco,FT,
138347,138348,public service trainee,31200,0,0,22065.04,31200,53265.04,2014,,San Francisco,FT,
113427,113428,eng/arch/landscape arch sr,151730.06,0,0,46274.07,151730.06,198004.13,2014,,San Francisco,FT,
136419,136420,unit clerk,49201.69,3088.67,1094.85,19838.87,53385.21,73224.08,2014,,San Francisco,FT,female
134144,134145,patient care assistant,43755.08,11312.8,3469.8,26103.85,58537.68,84641.53,2014,,San Francisco,FT,male
134164,134165,patient care assistant,49949.2,2702.93,3907.47,27990.09,56559.6,84549.69,2014,,San Francisco,FT,male
127328,127329,transit operator,58608.03,11045.53,6783.48,32275.69,76437.04,108712.73,2014,,San Francisco,FT,male
115535,115536,public safetycomm supv,99593.5,27307.87,11004.66,37991.31,137906.03,175897.34,2014,,San Francisco,FT,
121132,121133,transit operator,66188.16,31845.04,3175.95,35170.79,101209.15,136379.94,2014,,San Francisco,FT,male
133962,133963,storekeeper,57309.02,84.9,1287.48,26669.33,58681.4,85350.73,2014,,San Francisco,FT,male
117935,117936,deputy sheriff,93445.61,18969.9,8142.07,36409.83,120557.58,156967.41,2014,,San Francisco,FT,
134334,134335,patient care assistant,51268.32,5648.8,250,26765.67,57167.12,83932.79,2014,,San Francisco,FT,
128499,128500,hospital eligiblity worker,74552.26,0,125,30149.89,74677.26,104827.15,2014,,San Francisco,FT,
125208,125209,stationary engineer,76101.05,6581.32,3321.25,30815.23,86003.62,116818.85,2014,,San Francisco,FT,male
110608,110609,firefighter,111640.48,127698.35,21604.79,43610.42,260943.62,304554.04,2014,,San Francisco,FT,male
116105,116106,sheriff's sergeant,113866.02,0,19211.59,38441.4,133077.61,171519.01,2014,,San Francisco,FT,male
115407,115408,"lieutenant, fire suppression",121338.8,0,14595.76,41203.67,135934.56,177138.23,2014,,San Francisco,FT,male
124241,124242,glazier,86984.04,0,1050,33109.45,88034.04,121143.49,2014,,San Francisco,FT,male
111529,111530,attorney (civil/criminal),178296.02,0,4815.92,52974.81,183111.94,236086.75,2014,,San Francisco,FT,male
126749,126750,integrated pest mgmt specialst,77766,769.05,965.94,31069.7,79500.99,110570.69,2014,,San Francisco,FT,male
129179,129180,community police services aide,65637.82,5719.29,2441.6,28720.06,73798.71,102518.77,2014,,San Francisco,FT,male
111894,111895,firefighter,111640.55,53584.11,18851.53,43216.13,184076.19,227292.32,2014,,San Francisco,FT,male
113388,113389,police officer 3,118186.03,29641.94,11918.3,38846.36,159746.27,198592.63,2014,,San Francisco,FT,male
123160,123161,construction inspector,92047,582.15,0,33992.95,92629.15,126622.1,2014,,San Francisco,FT,male
129031,129032,licensed vocational nurse,73029.81,0,207.23,29805.87,73237.04,103042.91,2014,,San Francisco,FT,female
116163,116164,"manager iii, mta",121873.7,0,0,49168.22,121873.7,171041.92,2014,,San Francisco,FT,female
133549,133550,custodian,54703,0,5240.52,26963.99,59943.52,86907.51,2014,,San Francisco,FT,female
117497,117498,airport economic planner,121230.13,0,0,39753.14,121230.13,160983.27,2014,,San Francisco,FT,female
110685,110686,captain 3,199160,0,27857.27,60230.45,227017.27,287247.72,2014,,San Francisco,FT,female
127083,127084,real property appraiser,76658,0,1200,31658.66,77858,109516.66,2014,,San Francisco,FT,female
115735,115736,deputy sheriff,94191,26375.83,15371.27,38237.84,135938.1,174175.94,2014,,San Francisco,FT,female
130162,130163,community police services aide,63019.03,2422.87,5197.48,28196.4,70639.38,98835.78,2014,,San Francisco,FT,female
130556,130557,deputy probation officer,69197.61,0,0,28058.96,69197.61,97256.57,2014,,San Francisco,FT,female
126900,126901,executive secretary 2,78914.02,0,0,31109.5,78914.02,110023.52,2014,,San Francisco,FT,female
111586,111587,captain 3,173592.07,2691.93,8231.47,50482.77,184515.47,234998.24,2014,,San Francisco,FT,female
126315,126316,recreation supervisor,80405.15,0,33.13,31818.64,80438.28,112256.92,2014,,San Francisco,FT,female
129187,129188,community police services aide,65699.05,5613.81,2428.48,28751.53,73741.34,102492.87,2014,,San Francisco,FT,female
127160,127161,park section supervisor,73813.65,6120.82,0,29282.86,79934.47,109217.33,2014,,San Francisco,FT,female
122468,122469,transportation planner iii,93888.01,0,467.8,35434.72,94355.81,129790.53,2014,,San Francisco,FT,female
122228,122229,senior personnel analyst,95592.6,0,0,35443.22,95592.6,131035.82,2014,,San Francisco,FT,female
121939,121940,asst engr,97333.13,0,0,35136.45,97333.13,132469.58,2014,,San Francisco,FT,female
119234,119235,pub safety communication coord,104482.24,2020.02,4218.26,37577.43,110720.52,148297.95,2014,,San Francisco,FT,female
116718,116719,project manager 1,124876.85,0,0,41692.25,124876.85,166569.1,2014,,San Francisco,FT,female
131489,131490,gardener,63978.02,0,80,29665.27,64058.02,93723.29,2014,,San Francisco,FT,female
134013,134014,custodian,54703.01,3545.31,912.88,26011.71,59161.2,85172.91,2014,,San Francisco,FT,female
128546,128547,secretary 2,65854.03,0,8809.77,30046.82,74663.8,104710.62,2014,,San Francisco,FT,female
118446,118447,pr real property appraiser,112673.08,0,2200,38393.01,114873.08,153266.09,2014,,San Francisco,FT,female
133372,133373,senior clerk typist,59728,0,624,27052.98,60352,87404.98,2014,,San Francisco,FT,female
126928,126929,hsa social worker,76789.16,0,2084,31103.19,78873.16,109976.35,2014,,San Francisco,FT,female
135524,135525,housekeeper/food service clnr,48064,1804.68,2505.71,26648.8,52374.39,79023.19,2014,,San Francisco,FT,female
115425,115426,mayoral staff xvi,126722.99,0,0,50261.33,126722.99,176984.32,2014,,San Francisco,FT,female
133086,133087,health worker 2,59322.98,0,1582.8,27148.11,60905.78,88053.89,2014,,San Francisco,FT,
111930,111931,registered nurse,138760,10715.72,24894.06,52076.34,174369.78,226446.12,2014,,San Francisco,FT,
133190,133191,secretary 1,56883.02,3813.06,624,26431.2,61320.08,87751.28,2014,,San Francisco,FT,
112431,112432,registered nurse,141482,9077.37,14007.83,50052.77,164567.2,214619.97,2014,,San Francisco,FT,
133632,133633,senior clerk typist,59728.01,0,0,26916.64,59728.01,86644.65,2014,,San Francisco,FT,
136716,136717,senior clerk,45100.2,0,0,25592.16,45100.2,70692.36,2014,,San Francisco,FT,
121565,121566,senior administrative analyst,98753.02,0,0,35445.1,98753.02,134198.12,2014,,San Francisco,FT,
111393,111394,"manager viii, mta",176484.03,0,1500,61144.87,177984.03,239128.9,2014,,San Francisco,FT,
125876,125877,central processing & dist tech,69764.4,8492.06,5769.47,30083.84,84025.93,114109.77,2014,,San Francisco,FT,
110827,110828,senior physician specialist,198874.14,0,9943.85,58452.45,208817.99,267270.44,2014,,San Francisco,FT,
124764,124765,nursing assistant,67906.05,21006.72,873.63,28831.56,89786.4,118617.96,2014,,San Francisco,FT,
111471,111472,registered nurse,139271.4,12944.5,30730.78,53751.69,182946.68,236698.37,2014,,San Francisco,FT,
128319,128320,community police services aide,64268.09,3982.43,7023.51,30199.98,75274.03,105474.01,2014,,San Francisco,FT,female
134819,134820,senior clerk typist,55721.15,0,0,26299.78,55721.15,82020.93,2014,,San Francisco,FT,female
129338,129339,principal clerk,71731.03,0,0,30257.12,71731.03,101988.15,2014,,San Francisco,FT,female
120932,120933,senior personnel analyst,101498.02,0,0,36053.96,101498.02,137551.98,2014,,San Francisco,FT,female
125737,125738,transit supervisor,73716.21,5935.45,3774.9,31179.82,83426.56,114606.38,2014,,San Francisco,FT,female
118921,118922,public safetycomm disp,82212.51,26576.01,9064.7,32767.82,117853.22,150621.04,2014,,San Francisco,FT,
130372,130373,transit operator,62533.26,4714.04,526.65,30196.23,67773.95,97970.18,2014,,San Francisco,FT,male
137564,137565,ps aide to prof,38743.13,0,0,23621.38,38743.13,62364.51,2014,,San Francisco,FT,female
131978,131979,general laborer,61818.01,649.95,1736.59,27754.95,64204.55,91959.5,2014,,San Francisco,FT,male
134225,134226,transit operator,50080.73,4548.6,831.04,28812.78,55460.37,84273.15,2014,,San Francisco,FT,male
111478,111479,"manager viii, mta",175729.46,0,0,60615.49,175729.46,236344.95,2014,,San Francisco,FT,male
125963,125964,transit fare inspector,64327.71,9258.79,5767.63,34358.77,79354.13,113712.9,2014,,San Francisco,FT,male
126375,126376,transit operator,67303.21,6927.03,4493.31,33338.62,78723.55,112062.17,2014,,San Francisco,FT,male
122038,122039,transit operator,65724.06,25865.82,5108.69,35493.3,96698.57,132191.87,2014,,San Francisco,FT,male
136971,136972,sheriff's cadet,39764,4175.38,500,23543,44439.38,67982.38,2014,,San Francisco,FT,male
120592,120593,employee relations representat,103180.03,0,0,36144.95,103180.03,139324.98,2014,,San Francisco,FT,male
119854,119855,statnry eng water treat plant,85580.2,11303.94,12176.94,35045.79,109061.08,144106.87,2014,,San Francisco,FT,male
131552,131553,gardener,63978.08,1637.02,0,27845.33,65615.1,93460.43,2014,,San Francisco,FT,male
125911,125912,transit operator,66251.62,9535.05,2427.59,35759.92,78214.26,113974.18,2014,,San Francisco,FT,male
132902,132903,parking control officer,59555.21,0,1830.09,27250.9,61385.3,88636.2,2014,,San Francisco,FT,male
118772,118773,sr environmental hlth insp,111766.06,0,1465,38050.76,113231.06,151281.82,2014,,San Francisco,FT,male
116830,116831,utility specialist,122868.02,0,2520,40641.91,125388.02,166029.93,2014,,San Francisco,FT,male
116024,116025,manager ii,122992.01,0,0,49050.59,122992.01,172042.6,2014,,San Francisco,FT,female
123376,123377,transit operator,63610.48,25132.82,2959.26,33766.65,91702.56,125469.21,2014,,San Francisco,FT,female
116507,116508,police officer,109688.01,15992.73,5574.34,36925.4,131255.08,168180.48,2014,,San Francisco,FT,female
111266,111267,nurse manager,179473.01,0,11613.59,53378.57,191086.6,244465.17,2014,,San Francisco,FT,female
134035,134036,personnel analyst,57737.53,985.25,0,26348.91,58722.78,85071.69,2014,,San Francisco,FT,female
118266,118267,transit supervisor,80491.6,36681.91,4617.85,32620.82,121791.36,154412.18,2014,,San Francisco,FT,male
132416,132417,senior legal process clerk,62412.06,344.98,0,27503.22,62757.04,90260.26,2014,,San Francisco,FT,male
114901,114902,deputy sheriff,93773.9,42254.37,9368.83,36289.25,145397.1,181686.35,2014,,San Francisco,FT,female
119823,119824,"sr statnry eng, wtr treat plnt",97804.29,4254.02,5829.94,36461.78,107888.25,144350.03,2014,,San Francisco,FT,female
133673,133674,custodian,54676.76,256.28,4736.75,26841.77,59669.79,86511.56,2014,,San Francisco,FT,female
112542,112543,emt/paramedic/firefighter,130229.89,23380.95,11919.86,46629.92,165530.7,212160.62,2014,,San Francisco,FT,female
127551,127552,transit operator,63990.8,9565.36,414.79,33947.45,73970.95,107918.4,2014,,San Francisco,FT,female
123177,123178,transit operator,64551.78,23402.99,3984.15,34564.85,91938.92,126503.77,2014,,San Francisco,FT,female
127983,127984,transit operator,65699.77,8659.88,493.69,31726.47,74853.34,106579.81,2014,,San Francisco,FT,female
118464,118465,senior deputy sheriff,104411.01,1868.63,9194.01,37704.48,115473.65,153178.13,2014,,San Francisco,FT,female
122663,122664,is business analyst,93775,0,0,35295.08,93775,129070.08,2014,,San Francisco,FT,female
111750,111751,project manager 3,179159,0,0,52130.19,179159,231289.19,2014,,San Francisco,FT,female
130226,130227,medical records technician,69299.01,0,248,29019.08,69547.01,98566.09,2014,,San Francisco,FT,female
128107,128108,transit car cleaner,50545.2,18867.4,7502.45,29319.03,76915.05,106234.08,2014,,San Francisco,FT,female
110698,110699,"captain, fire suppression",149323.08,61072.68,20796.47,52215.62,231192.23,283407.85,2014,,San Francisco,FT,female
130797,130798,deputy sheriff 1,64694.21,1987.99,950,28535.74,67632.2,96167.94,2014,,San Francisco,FT,female
123386,123387,librarian 2,90576.5,0,991.16,33858.12,91567.66,125425.78,2014,,San Francisco,FT,female
123360,123361,senior administrative analyst,91630.62,0,0,33900.37,91630.62,125530.99,2014,,San Francisco,FT,female
131903,131904,communications dispatcher 1,57879.06,7107.56,578.79,26639.03,65565.41,92204.44,2014,,San Francisco,FT,
128465,128466,general laborer supervisor 1,68497.02,1387.23,5122.98,29951.83,75007.23,104959.06,2014,,San Francisco,FT,female
130172,130173,parking control officer,58608.15,12763.57,823.86,26604.05,72195.58,98799.63,2014,,San Francisco,FT,female
112067,112068,manager vi,164805,0,0,57776.8,164805,222581.8,2014,,San Francisco,FT,
134974,134975,porter,52779.79,795.37,2526.33,25456.75,56101.49,81558.24,2014,,San Francisco,FT,
125899,125900,survey assistant ii,82052,206.52,0,31795.21,82258.52,114053.73,2014,,San Francisco,FT,
113948,113949,electronic maintenance tech,104451,38182.59,10164.24,38914.52,152797.83,191712.35,2014,,San Francisco,FT,
131018,131019,parts storekeeper,64428,2931.61,12.54,27946.49,67372.15,95318.64,2014,,San Francisco,FT,male
132550,132551,senior museum preparator,61036.09,739.45,624,27336.87,62399.54,89736.41,2014,,San Francisco,FT,
123405,123406,automotive mechanic,78522,13886.23,1546.9,31384.42,93955.13,125339.55,2014,,San Francisco,FT,
114884,114885,eng/arch/landscape arch sr,137704.14,0,749.04,43431.96,138453.18,181885.14,2014,,San Francisco,FT,
129039,129040,transit operator,64310.19,7253.27,429.81,31004.51,71993.27,102997.78,2014,,San Francisco,FT,
132555,132556,benefits technician,61634.02,0,624,27469.44,62258.02,89727.46,2014,,San Francisco,FT,
130051,130052,it operations support admin ii,69847.06,273.69,98.25,29127.86,70219,99346.86,2014,,San Francisco,FT,
132933,132934,medical evaluations assistant,60192.75,791.23,616.95,26965.33,61600.93,88566.26,2014,,San Francisco,FT,
113569,113570,electrical transit system mech,80697.97,74574.6,6755.38,34392.19,162027.95,196420.14,2014,,San Francisco,FT,
137061,137062,sheriff's cadet,41314,890.13,500,24451.34,42704.13,67155.47,2014,,San Francisco,FT,
117962,117963,nursing assistant,67948,59031.54,874,28849.38,127853.54,156702.92,2014,,San Francisco,FT,female
132044,132045,senior legal process clerk,62412.04,0,1540,27840.03,63952.04,91792.07,2014,,San Francisco,FT,female
127774,127775,hsa sr eligibility worker,74303.56,2117.15,621.6,30186.02,77042.31,107228.33,2014,,San Francisco,FT,female
132859,132860,patient care assistant,54043.01,2074.44,4945.33,27703.42,61062.78,88766.2,2014,,San Francisco,FT,female
124097,124098,surgical procedures technician,68948.74,17424.57,6220.65,29292.63,92593.96,121886.59,2014,,San Francisco,FT,female
120168,120169,transit operator,69813.08,25875.61,7878.31,38412.39,103567,141979.39,2014,,San Francisco,FT,
114939,114940,firefighter,111640.49,8860.36,17894.3,42886.49,138395.15,181281.64,2014,,San Francisco,FT,
120776,120777,firefighter,72383.24,19635.04,11146.95,35192.69,103165.23,138357.92,2014,,San Francisco,FT,male
114295,114296,police officer 2,116584,22153.89,10236.51,38360.75,148974.4,187335.15,2014,,San Francisco,FT,male
116366,116367,police officer 3,118008.11,9053.82,3620.95,38811,130682.88,169493.88,2014,,San Francisco,FT,male
118383,118384,manager ii,121141.2,0,0,32549.83,121141.2,153691.03,2014,,San Francisco,FT,male
120760,120761,cable splicer,101383.01,1014.02,8,36021.64,102405.03,138426.67,2014,,San Francisco,FT,male
112436,112437,"manager vi, mta",153619,0,4988.26,55948.92,158607.26,214556.18,2014,,San Francisco,FT,male
128705,128706,mail & reproduction svc sprv,74546.74,0,0,29597.52,74546.74,104144.26,2014,,San Francisco,FT,male
135395,135396,porter,50536.18,2086.2,0,27172.53,52622.38,79794.91,2014,,San Francisco,FT,male
117743,117744,emt/paramedic/firefighter,106041.71,11805.15,4015.8,36967.25,121862.66,158829.91,2014,,San Francisco,FT,male
119318,119319,electronic maintenance tech,104451.01,5566.17,170,37559.68,110187.18,147746.86,2014,,San Francisco,FT,male
119175,119176,electr instrmntn tech wtr poll,109921.28,398.83,1002.84,37332.03,111322.95,148654.98,2014,,San Francisco,FT,male
122166,122167,"counselor, juvenile hall",66885.12,28941.25,6861.17,28686.51,102687.54,131374.05,2014,,San Francisco,FT,male
114388,114389,inspector 3,137982.07,4208.29,1197.38,42899.28,143387.74,186287.02,2014,,San Francisco,FT,male
123021,123022,engineering associate 2,93156.08,0,0,34219.56,93156.08,127375.64,2014,,San Francisco,FT,male
115850,115851,firefighter,112703.73,6281.98,12092.55,41991.4,131078.26,173069.66,2014,,San Francisco,FT,male
128752,128753,assistant const inspector,74187,3627.93,0,26107.87,77814.93,103922.8,2014,,San Francisco,FT,male
121670,121671,is programmer analyst-senior,98471,0,0,35383.57,98471,133854.57,2014,,San Francisco,FT,
131781,131782,custodial assistant supervisor,60175.01,1234.03,3453.24,27766.12,64862.28,92628.4,2014,,San Francisco,FT,
132357,132358,snr permit and citation clerk,55816.52,7033.28,0,27663.5,62849.8,90513.3,2014,,San Francisco,FT,female
132002,132003,transit operator,58449.27,1389.8,1393.12,30651.66,61232.19,91883.85,2014,,San Francisco,FT,female
131962,131963,parking control officer,58569.39,5943.41,909.86,26604.07,65422.66,92026.73,2014,,San Francisco,FT,female
127415,127416,patient care assistant,65048.93,8327.55,6284.72,28788.44,79661.2,108449.64,2014,,San Francisco,FT,female
130158,130159,community police services aide,65195.98,0,4639.31,29014.86,69835.29,98850.15,2014,,San Francisco,FT,female
125703,125704,truck driver,79281,923.7,2727.83,31789.97,82932.53,114722.5,2014,,San Francisco,FT,female
123484,123485,medical social worker,88918.72,0,2544.85,33532.97,91463.57,124996.54,2014,,San Francisco,FT,female
119951,119952,deputy sheriff,94038.84,7437.42,6592.22,35421.92,108068.48,143490.4,2014,,San Francisco,FT,female
121098,121099,librarian 3,99962.04,0,824.49,35889.53,100786.53,136676.06,2014,,San Francisco,FT,female
110572,110573,"manager, dept public health",221021.52,0,37655.02,68525.04,258676.54,327201.58,2014,,San Francisco,FT,female
119042,119043,criminalist ii,109960,913.03,0,38743.71,110873.03,149616.74,2014,,San Francisco,FT,female
127474,127475,hsa social worker,76789.15,0,624,30782.84,77413.15,108195.99,2014,,San Francisco,FT,female
131159,131160,secretary 2,65854.06,0,624,28391.75,66478.06,94869.81,2014,,San Francisco,FT,female
128137,128138,hsa social worker,73455.97,0,2249.63,30415.42,75705.6,106121.02,2014,,San Francisco,FT,female
117776,117777,transit operator,66590.88,47711.02,7585.75,36669.4,121887.65,158557.05,2014,,San Francisco,FT,female
117564,117565,police officer 3,118898.04,1750.59,848.33,38839.56,121496.96,160336.52,2014,,San Francisco,FT,female
112771,112772,registered nurse,128123.4,8328.25,29901.24,42368.5,166352.89,208721.39,2014,,San Francisco,FT,female
113035,113036,"lieutenant, fire suppression",130961.07,5181.95,19185.33,48139.27,155328.35,203467.62,2014,,San Francisco,FT,female
112004,112005,"insp, fire dept",134472.02,37348.36,8068.32,43746.42,179888.7,223635.12,2014,,San Francisco,FT,female
131435,131436,health worker 3,65055,0,624,28217.18,65679,93896.18,2014,,San Francisco,FT,female
113903,113904,"sergeant, (police department)",130260,9230.9,11258.04,41477.75,150748.94,192226.69,2014,,San Francisco,FT,female
131175,131176,transit operator,59872.27,3032.15,774.55,31189.62,63678.97,94868.59,2014,,San Francisco,FT,female
126887,126888,executive secretary 2,78914.05,0,0,31109.53,78914.05,110023.58,2014,,San Francisco,FT,female
111838,111839,dept head ii,170015.41,0,0,58342.45,170015.41,228357.86,2014,,San Francisco,FT,female
110897,110898,assistant chief attorney 1,201296.01,0,3126,57537.17,204422.01,261959.18,2014,,San Francisco,FT,female
133547,133548,senior clerk typist,59376.56,22.28,620.4,26893.68,60019.24,86912.92,2014,,San Francisco,FT,female
125928,125929,estate investigator,82052.06,0,0,31796.97,82052.06,113849.03,2014,,San Francisco,FT,female
122214,122215,public safetycomm disp,85550.78,10652.48,2327.43,32552.57,98530.69,131083.26,2014,,San Francisco,FT,female
128176,128177,child support officer ii,75636.01,0,0,30393.27,75636.01,106029.28,2014,,San Francisco,FT,female
115250,115251,registered nurse,131909.06,0,4017.93,42563.17,135926.99,178490.16,2014,,San Francisco,FT,female
111114,111115,"lieutenant, fire suppression",129725.6,38231.7,32788.1,50600.25,200745.4,251345.65,2014,,San Francisco,FT,female
126166,126167,pr payroll & personnel clerk,80967.37,288.75,0,31551.86,81256.12,112807.98,2014,,San Francisco,FT,female
122855,122856,licensed vocational nurse,68929.8,29236.37,1555.99,28434.36,99722.16,128156.52,2014,,San Francisco,FT,female
132003,132004,medical records clerk,61795.04,1959.83,624,27504.67,64378.87,91883.54,2014,,San Francisco,FT,female
122761,122762,police officer,88415.02,4021.63,1923.2,34196.9,94359.85,128556.75,2014,,San Francisco,FT,
125355,125356,sr payroll & personnel clerk,73471.02,405.93,12182.4,30056.3,86059.35,116115.65,2014,,San Francisco,FT,
112626,112627,"insp, fire dept",134472.04,21365.57,10757.76,44162.08,166595.37,210757.45,2014,,San Francisco,FT,
124580,124581,junior engineer,86150.01,478.55,0,32690.79,86628.56,119319.35,2014,,San Francisco,FT,
135666,135667,clerk,50939.08,0,0,27262.29,50939.08,78201.37,2014,,San Francisco,FT,
120015,120016,public safetycomm disp,86353.26,20662.86,3044.74,33009.27,110060.86,143070.13,2014,,San Francisco,FT,
123046,123047,transit car cleaner,60771.01,31599.18,6353.84,28548.35,98724.03,127272.38,2014,,San Francisco,FT,male
121935,121936,asst engr,97333.07,0,0,35136.96,97333.07,132470.03,2014,,San Francisco,FT,
112640,112641,clinical pharmacist,160798,756.58,624,48341.82,162178.58,210520.4,2014,,San Francisco,FT,
116648,116649,electronic maintenance tech,104451,25920.99,20,36694.79,130391.99,167086.78,2014,,San Francisco,FT,
126628,126629,transit operator,63928.88,12257.4,777.31,34055.4,76963.59,111018.99,2014,,San Francisco,FT,
136249,136250,custodian,46225.3,35.01,2045.18,26073.62,48305.49,74379.11,2014,,San Francisco,FT,
134169,134170,aquatics facility asst supv,55649.03,531.53,1902.79,26440.98,58083.35,84524.33,2014,,San Francisco,FT,
127091,127092,media production supv,79030.45,0,159.86,30281.63,79190.31,109471.94,2014,,San Francisco,FT,male
120338,120339,transit supervisor,81738.4,20125.4,5634.92,33179.62,107498.72,140678.34,2014,,San Francisco,FT,male
124570,124571,carpenter,83880.1,0,2686,32782.75,86566.1,119348.85,2014,,San Francisco,FT,male
119365,119366,assoc engineer,105683.13,0,5157.27,36617.71,110840.4,147458.11,2014,,San Francisco,FT,male
111664,111665,firefighter,110508.62,57766.87,21035.51,43306.28,189311,232617.28,2014,,San Francisco,FT,male
111554,111555,"lieutenant, fire suppression",121832.4,41908.11,25370.32,46903.65,189110.83,236014.48,2014,,San Francisco,FT,male
113773,113774,"sergeant, (police department)",125250,8549.3,19471.32,40723.28,153270.62,193993.9,2014,,San Francisco,FT,male
110551,110552,asst chf of dept (fire dept),207437.76,67712.84,20743.71,64549.5,295894.31,360443.81,2014,,San Francisco,FT,male
118737,118738,assoc engineer,102175.86,0,10493.49,38910.63,112669.35,151579.98,2014,,San Francisco,FT,male
118968,118969,research psychologist,112362.04,0,0,37863.08,112362.04,150225.12,2014,,San Francisco,FT,male
115582,115583,manager ii,124206.8,0,1745.28,49495.4,125952.08,175447.48,2014,,San Francisco,FT,male
127197,127198,painter,77175.01,721.5,406,30819.99,78302.51,109122.5,2014,,San Francisco,FT,male
117913,117914,is engineer-senior,118983.25,0,0,38195.32,118983.25,157178.57,2014,,San Francisco,FT,male
113268,113269,firefighter,112703.71,24742.06,19100.55,43464.37,156546.32,200010.69,2014,,San Francisco,FT,male
127828,127829,health worker 2,59437.01,19751.93,824,26989.36,80012.94,107002.3,2014,,San Francisco,FT,male
120646,120647,planner 3,102696.04,0,0,36306.92,102696.04,139002.96,2014,,San Francisco,FT,male
113238,113239,firefighter,112703.74,26897.7,17642.71,43170.85,157244.15,200415,2014,,San Francisco,FT,male
111771,111772,sergeant 2,122408.01,40969.49,27698.85,39600.22,191076.35,230676.57,2014,,San Francisco,FT,male
113126,113127,sergeant 3,124106.77,33437.79,4863.07,39889.91,162407.63,202297.54,2014,,San Francisco,FT,male
